folio,folio_display,div_id,categories,heading_tc,heading_tcn,heading_tl,animal_tc,animal_tcn,animal_tl,body_part_tc,body_part_tcn,body_part_tl,currency_tc,currency_tcn,currency_tl,definition_tc,definition_tcn,definition_tl,environment_tc,environment_tcn,environment_tl,material_tc,material_tcn,material_tl,medical_tc,medical_tcn,medical_tl,measurement_tc,measurement_tcn,measurement_tl,music_tc,music_tcn,music_tl,plant_tc,plant_tcn,plant_tl,place_tc,place_tcn,place_tl,personal_name_tc,personal_name_tcn,personal_name_tl,profession_tc,profession_tcn,profession_tl,sensory_tc,sensory_tcn,sensory_tl,tool_tc,tool_tcn,tool_tl,time_tc,time_tcn,time_tl,weapon_tc,weapon_tcn,weapon_tl
002v,2v,002v_3,lists,Liste de livres,Liste de livres,List of books,,,,,,,,,,,,,,,,coryal; lute; christal; safir; sel de febvre; caillous; marbre; verdet; esmeraldes de brissac; minium,coryal; christal; safir; sel de febvre; caillous; marbre; verdet; esmeraldes de brissac; minium; luté,coryal; pebbles; marble; sapphire; emeralds of brissac; luted; blacksmith’s salt; verdet; crystal; minium,,,,heures; ℥; grains; |ʒ|,heures; ℥; grains; |ʒ|,hours; ℥; grains; |ʒ|,,,,,,,brescia; brissac,brescia; brissac,brescia; brissac,vincenzo sabio,vincenzo sabio,vincenzo sabio,febvre,febvre,blacksmith,,,,marbre; croiset couvert dun aultre bien lute,marbre; croiset couvert d’un aultre bien luté; le hault,"crucible covered with another, well luted; marble",heures,heures,hours,,,
003r,3r,003r_1,stones,Coral contrefaict,Coral contrefaict,Counterfeit coral,,,,doigt,doigt,finger,sols,sols,sous,,,,pluye; a lombre; au soleil,pluye; à l’ombre; au soleil,in the shade; rain; in the sun,gros caneva; resine; coral; tourmentine; vernist; huile de noix; rousine; vernis; coral contrefaict; laque platte de venise; huile de tormentine; estamine bien claire; vermeillon; tormentine; aux; poix resine claire; plombe; esmail de gueule; vernis de mastic; huile; huile de tourmentine; boys; desmail de gueule; colophonie; esmails; grosse tourmentine commune; rousine purifiee; mesle de verre; tourmentine de venise; mastic; branche despine; brique; huile de lin; charbon; vinaigre; ciment; eau; bled; vermeillon broye; gros vernis; soufre,gros caneva; resine; coral; tourmentine; vernist; huile de noix; rousine; vernis; coral contrefaict; laque platte de venise; huile de tormentine; estamine bien claire; vermeillon; tormentine; aux; poix resine claire; esmail de gueule; vernis de mastic; huile; huile de tourmentine; boys; colophonie; esmails; grosse tourmentine commune; vermeillon broyé subtillement; rousine purifiée; tourmentine de venise; verre que de pilé; mastic; brique; plombé; huile de lin; charbon; branche d’espine; vinaigre; ciment; eau; bled; gros vernis; soufre,enamels; water; coral; purified resin; oil; venice turpentine; clear pitch resin; garlic; wood; gules red enamel; turpentine; thick varnish; coarse common turpentine; vermilion; cement; pestled than of glass; resin; vinegar; venice laque platte; colophony; thorn branch; mastic varnish; rosin; mastic; counterfeit coral; sulfur; walnut oil; very light tammy cloth; brick; coarse canvas; turpentine oil; charcoal; linseed oil; wheat; varnish; subtly ground vermilion; leaded,,,,once; heure; quarte partie; lb,once; heure; quarte partie; lb,hour; ounce; quarter part; lb,,,,noix,noix,walnut,venise,venise,venice,,,,,,,,,,pile; estamine bien claire; gros caneva; doigt; brasier; pot plombe; lime; pot; baston,pilé; estamine bien claire; gros caneva; doigt; brasier; pot plombé; lime; pot; baston,very light tammy cloth; coarse canvas; stick; file; pestled; brazier; finger; leaded pot; pot,heure; en hiver; du temps passe; moys; en este; jour au lendemain,en esté; heure; en hiver; du temps passé; moys; du jour au lendemain,during the winter; in the summer; overnight; months; times past; hour,,,
003r,3r,003r_2,stones,Coral contrefaict,Coral contrefaict,Counterfeit coral,,,,doigt,doigt,finger,sols,sols,sous,,,,pluye; a lombre; au soleil,pluye; à l’ombre; au soleil,in the shade; rain; in the sun,gros caneva; resine; coral; tourmentine; vernist; huile de noix; rousine; vernis; coral contrefaict; laque platte de venise; huile de tormentine; estamine bien claire; vermeillon; tormentine; aux; poix resine claire; plombe; esmail de gueule; vernis de mastic; huile; huile de tourmentine; boys; desmail de gueule; colophonie; esmails; grosse tourmentine commune; rousine purifiee; mesle de verre; tourmentine de venise; mastic; branche despine; brique; huile de lin; charbon; vinaigre; ciment; eau; bled; vermeillon broye; gros vernis; soufre,gros caneva; resine; coral; tourmentine; vernist; huile de noix; rousine; vernis; coral contrefaict; laque platte de venise; huile de tormentine; estamine bien claire; vermeillon; tormentine; aux; poix resine claire; esmail de gueule; vernis de mastic; huile; huile de tourmentine; boys; colophonie; esmails; grosse tourmentine commune; vermeillon broyé subtillement; rousine purifiée; tourmentine de venise; verre que de pilé; mastic; brique; plombé; huile de lin; charbon; branche d’espine; vinaigre; ciment; eau; bled; gros vernis; soufre,enamels; water; coral; purified resin; oil; venice turpentine; clear pitch resin; garlic; wood; gules red enamel; turpentine; thick varnish; coarse common turpentine; vermilion; cement; pestled than of glass; resin; vinegar; venice laque platte; colophony; thorn branch; mastic varnish; rosin; mastic; counterfeit coral; sulfur; walnut oil; very light tammy cloth; brick; coarse canvas; turpentine oil; charcoal; linseed oil; wheat; varnish; subtly ground vermilion; leaded,,,,once; heure; quarte partie; lb,once; heure; quarte partie; lb,hour; ounce; quarter part; lb,,,,noix,noix,walnut,venise,venise,venice,,,,,,,,,,pile; estamine bien claire; gros caneva; doigt; brasier; pot plombe; lime; pot; baston,pilé; estamine bien claire; gros caneva; doigt; brasier; pot plombé; lime; pot; baston,very light tammy cloth; coarse canvas; stick; file; pestled; brazier; finger; leaded pot; pot,heure; en hiver; du temps passe; moys; en este; jour au lendemain,en esté; heure; en hiver; du temps passé; moys; du jour au lendemain,during the winter; in the summer; overnight; months; times past; hour,,,
003r,3r,003r_3,stones,Coral contrefaict,Coral contrefaict,Counterfeit coral,,,,doigt,doigt,finger,sols,sols,sous,,,,pluye; a lombre; au soleil,pluye; à l’ombre; au soleil,in the shade; rain; in the sun,gomme; gros caneva; resine; coral; tourmentine fine; tourmentine; bois; vernist; huile de noix; rousine; eau froide; colle de destrempe; vernis; coral contrefaict; laque platte de venise; huile de tormentine; estamine bien claire; vermeillon; tormentine; aux; fer; poix resine claire; cole; plombe; esmail de gueule; vernis de mastic; tourmentine ce soict ou fine ou grossiere; huile; cuivre; colle de retailles; huile de tourmentine; boys; colophoine; aspic; desmail de gueule; colophonie; vernis de tourmentine; esmails; grosse tourmentine commune; rousine purifiee; mesle de verre; tourmentine de venise; pix græca; mastic; huile de tourmentine fine; sandaraque; tourmentine commune; branche despine; brique; huile de lin; charbon; vinaigre; ciment; estame; eau; bled; eau de vye; vermeillon broye; gros vernis; soufre,"gomme; estamé; gros caneva; resine; coral; tourmentine fine; tourmentine; tourmentine ce soict, ou fine ou grossiere; vernist; bois; huile de noix; rousine; eau froide; colle de destrempe; vernis; cuivre,; coral contrefaict; laque platte de venise; huile de tormentine; estamine bien claire; vermeillon; tormentine; aux; fer; poix resine claire; cole; esmail de gueule; vernis de mastic; cuivre; huile; colle de retailles; huile de tourmentine; boys; colophoine; aspic; colophonie; vernis de tourmentine; esmails; grosse tourmentine commune; vermeillon broyé subtillement; rousine purifiée; tourmentine de venise; verre que de pilé; pix grӕca; mastic; huile de tourmentine fine; sandaraque; tourmentine commune; brique; plombé; huile de lin; charbon; branche d’espine; vinaigre; ciment; eau; bled; eau de vye; gros vernis; soufre","enamels; water; gum; coral; purified resin; oil; cold water; venice turpentine; pix graeca; clear pitch resin; garlic; wood; gules red enamel; turpentine; thick varnish; coarse common turpentine; vermilion; copper; cement; distemper glue; turpentine it may be, whether fine or crude; glue; pestled than of glass; iron; resin; vinegar; fine turpentine oil; tinned; venice laque platte; colophony; thorn branch; mastic varnish; rosin; mastic; counterfeit coral; sulfur; walnut oil; very light tammy cloth; brick; common turpentine; fine turpentine; coarse canvas; eau-de-vie; turpentine varnish; turpentine oil; charcoal; linseed oil; wheat; sandarac; varnish; subtly ground vermilion; leaded; spike lavender; hide glue",,,,heure; once; seau; lb; quarte partie,heure; once; seau; lb; quarte partie,ounce; lbs; bucket; quarter part; lb; hour,,,,noix,noix,walnut,venise,venise,venice,,,,,,,,,,pile; estamine bien claire; gros caneva; vaisseau; doigt; brasier; fourneau; pot plombe; vaisseau de cuivre; trepier; lime; pot; baston,"pilé; estamine bien claire; gros caneva; vaisseau; doigt; brasier; pot plombé; fourneau; vaisseau de cuivre; trepier; lime; vaisseau de cuivre,; pot; baston",trivet; very light tammy cloth; coarse canvas; stick; file; pestled; copper vessel; brazier; finger; vessel; leaded pot; pot; oven,heure; en hiver; du temps passe; moys; en heure; en este; jour au lendemain,en esté; heure; en hiver; du temps passé; moys; du jour au lendemain,during the winter; in the summer; overnight; months; times past; hour,,,
003v,3v,003v_1,varnish,Pour vernir,Pour vernir,For varnishing,,,,,,,sols,sols,sous,,,,au soleil,au soleil,in the sun,gomme; tourmentine fine; bois; eau froide; colle de destrempe; vernis; fer; cole; cuivre; tourmentine ce soict ou fine ou grossiere; colle de retailles; huile de tourmentine; colophoine; aspic; vernis de tourmentine; pix græca; huile de tourmentine fine; sandaraque; tourmentine commune; charbon; estame; eau de vye,"gomme; estamé; tourmentine fine; tourmentine ce soict, ou fine ou grossiere; bois; eau froide; colle de destrempe; vernis; cuivre,; fer; cole; cuivre; colle de retailles; huile de tourmentine; colophoine; aspic; vernis de tourmentine; pix grӕca; huile de tourmentine fine; sandaraque; tourmentine commune; charbon; eau de vye","gum; cold water; pix graeca; copper; wood; distemper glue; turpentine it may be, whether fine or crude; glue; iron; tinned; fine turpentine oil; colophony; common turpentine; fine turpentine; eau-de-vie; turpentine varnish; turpentine oil; charcoal; sandarac; varnish; spike lavender; hide glue",,,,seau; lb,seau; lb,lbs; bucket; lb,,,,,,,,,,,,,,,,,,,fourneau; vaisseau de cuivre; trepier; vaisseau,"vaisseau; fourneau; vaisseau de cuivre; trepier; vaisseau de cuivre,",copper vessel; oven; trivet; vessel,en heure,heure,hour,,,
004r,4r,004r_1,varnish,Vernis dhuile daspic,Vernis d’huile d’aspic,Varnish of spike lavender oil,,,,doigt,doigt,finger,,,,,,,au soleil,au soleil,in the sun,tourmentine fine; tourmentine; sandaraque pulverisee; vernis; hebene; savon blanc; cendree tamisee; vernis dhuile daspic; vernis de tourmentine; mastic pulverise; colle de retaille; plastre; gomme de sandaraque en pouldre; sandaraque; vernis de lin; huile daspic; savon; charbon; eau; cendre,tourmentine fine; tourmentine; cendree tamisée; mastic pulverisé; vernis; hebene; savon blanc; vernis d’huile d’aspic; sandaraque pulverisée; vernis de tourmentine; colle de retaille; plastre; gomme de sandaraque en pouldre; sandaraque; huile d’aspic; vernis de lin; savon; charbon; eau; cendre,water; spike lavender oil; lavender spike oil; soap; plaster; powdered sandarac gum; turpentine; hide glue; pulverized sandarac; sieved ashes; ashes; linseed varnish; varnish of spike lavender oil; turpentine varnish; fine turpentine; charcoal; sandarac; varnish; ebony; pulverized mastic; white soap,,,,seau; un quart dheure; onces; lb,seau; un quart d’heure; onces; lb,a quarter of an hour; ounces; bucket; lb,quiterniers,quiterniers,guitar,,,,,,,,,,quadraniers; quiterniers,quadraniers; quiterniers,frame makers; guitar makers,,,,esponge; tamisee; doigt; seau; assiette,esponge; tamisée; doigt; seau; assiette,sponge; sieved; bucket; plate; finger,un quart dheure,un quart d’heure,a quarter of an hour,,,
004r,4r,004r_2,varnish,Vernis dhuile daspic,Vernis d’huile d’aspic,Varnish of spike lavender oil,,,,doigt,doigt,finger,,,,,,,au soleil,au soleil,in the sun,tourmentine fine; tourmentine; sandaraque pulverisee; vernis; hebene; savon blanc; cendree tamisee; vernis dhuile daspic; vernis de tourmentine; mastic pulverise; colle de retaille; plastre; gomme de sandaraque en pouldre; sandaraque; vernis de lin; huile daspic; savon; charbon; eau; cendre,tourmentine fine; tourmentine; cendree tamisée; mastic pulverisé; vernis; hebene; savon blanc; vernis d’huile d’aspic; sandaraque pulverisée; vernis de tourmentine; colle de retaille; plastre; gomme de sandaraque en pouldre; sandaraque; huile d’aspic; vernis de lin; savon; charbon; eau; cendre,water; spike lavender oil; lavender spike oil; soap; plaster; powdered sandarac gum; turpentine; hide glue; pulverized sandarac; sieved ashes; ashes; linseed varnish; varnish of spike lavender oil; turpentine varnish; fine turpentine; charcoal; sandarac; varnish; ebony; pulverized mastic; white soap,,,,seau; un quart dheure; onces; lb,seau; un quart d’heure; onces; lb,a quarter of an hour; ounces; bucket; lb,quiterniers,quiterniers,guitar,,,,,,,,,,quadraniers; quiterniers,quadraniers; quiterniers,frame makers; guitar makers,,,,esponge; tamisee; doigt; seau; assiette,esponge; tamisée; doigt; seau; assiette,sponge; sieved; bucket; plate; finger,un quart dheure,un quart d’heure,a quarter of an hour,,,
004v,4v,004v_1,"varnish, arms and armor",Vernis noir pour garde despee bandes de bahus &amp;,"Vernis noir pour garde d’espée, bandes de bahus &amp;c","Black varnish for sword guard, bands for trunks, &amp;c",,,,,,handful,sols,sols,sous,,,,basse court; lieu descouvert,basse court; lieu descouvert,open space; courtyard,poix resine; crostes de pain; geyct; charbons; verdegris; huile de noix; vernir noir; vernis; vernis des graveurs sur le fer; fer; vernis dhuile daspic; aulx; fumera; huile; vernis de tourmentine; noir a noircir; queues de pourrceaulx; bled de froment; acier; vernis noir; poix; noir de lampe; poix noire; gousses dail pelees; huile de lin; sables; oignons; sel; galipot; vinaigre bien fort,"poix resine; crostes de pain; geyct; charbons; verdegris; huile de noix; vernis; vernis des graveurs sur le fer; noire,; noir à noircir; fer; aulx; fumera; vernis d’huile d’aspic; huile; vernis de tourmentine; queues de pourrceaulx; bled de froment; acier; vernis noir; gousses d’ail pelées; poix; noir de lampe; poix noire; huile de lin; sables; oignons; sel; galipot; vinaigre bien fort",bread crusts; black pitch; quite strong vinegar; salt; garlic; steel; varnish of iron etchers; grains of wheat; pitch; smokes; iron; onions; verdigris; varnish of spike lavender oil; lampblack; peeled garlic cloves; soot black; pitch resin; hog’s fennel; walnut oil; jet; turpentine varnish; charcoal; linseed oil; sands; black varnish; varnish; oil; galipot,,,,patenostres; un demy jour; un bon quart dheure; la grosseur dune noix; lb; heures; joinctee,un bon quart d’heure; patenostres; demy jour; joinctée; la grosseur d’une noix; lb; heures,hours; half a day; the size of a walnut; paternoster beads; lb; a good quarter of an hour; double handful,,,,noix; aspic; queues de pourrceaulx; aulx; bled de froment; oignons; lin; ail,noix; aspic; queues de pourrceaulx; aulx; bled de froment; oignons; lin; ail,garlic; walnut; linseed; grains of wheat; spike lavender; hog’s fennel; onions,,,,,,,fourbisseur; graveurs sur le fer,fourbisseur.; graveurs sur le fer,iron etchers; furbishers,,,,poincte dacier; plume; esponge; broisse,esponge; plume; broisse; poincte d’acier,sponge; steel point; feather; brush,un bon quart dheure; heures; un demy jour,un bon quart d’heure; heures; demy jour,hours; a good quarter of an hour; half a day,,,
004v,4v,004v_2,"varnish, arms and armor",Vernis noir pour garde despee bandes de bahus &amp;,"Vernis noir pour garde d’espée, bandes de bahus &amp;c","Black varnish for sword guard, bands for trunks, &amp;c",,,,,,handful,sols,sols,sous,,,,basse court; lieu descouvert,basse court; lieu descouvert,open space; courtyard,poix resine; crostes de pain; geyct; charbons; verdegris; huile de noix; vernir noir; vernis; vernis des graveurs sur le fer; fer; vernis dhuile daspic; aulx; fumera; huile; vernis de tourmentine; noir a noircir; queues de pourrceaulx; bled de froment; acier; vernis noir; poix; noir de lampe; poix noire; gousses dail pelees; huile de lin; sables; oignons; sel; galipot; vinaigre bien fort,"poix resine; crostes de pain; geyct; charbons; verdegris; huile de noix; vernis; vernis des graveurs sur le fer; noire,; noir à noircir; fer; aulx; fumera; vernis d’huile d’aspic; huile; vernis de tourmentine; queues de pourrceaulx; bled de froment; acier; vernis noir; gousses d’ail pelées; poix; noir de lampe; poix noire; huile de lin; sables; oignons; sel; galipot; vinaigre bien fort",bread crusts; black pitch; quite strong vinegar; salt; garlic; steel; varnish of iron etchers; grains of wheat; pitch; smokes; iron; onions; verdigris; varnish of spike lavender oil; lampblack; peeled garlic cloves; soot black; pitch resin; hog’s fennel; walnut oil; jet; turpentine varnish; charcoal; linseed oil; sands; black varnish; varnish; oil; galipot,,,,patenostres; un demy jour; un bon quart dheure; la grosseur dune noix; lb; heures; joinctee,un bon quart d’heure; patenostres; demy jour; joinctée; la grosseur d’une noix; lb; heures,hours; half a day; the size of a walnut; paternoster beads; lb; a good quarter of an hour; double handful,,,,noix; aspic; queues de pourrceaulx; aulx; bled de froment; oignons; lin; ail,noix; aspic; queues de pourrceaulx; aulx; bled de froment; oignons; lin; ail,garlic; walnut; linseed; grains of wheat; spike lavender; hog’s fennel; onions,,,,,,,fourbisseur; graveurs sur le fer,fourbisseur.; graveurs sur le fer,iron etchers; furbishers,,,,poincte dacier; plume; esponge; broisse,esponge; plume; broisse; poincte d’acier,sponge; steel point; feather; brush,un bon quart dheure; heures; un demy jour,un bon quart d’heure; heures; demy jour,hours; a good quarter of an hour; half a day,,,
004v,4v,004v_3,"varnish, arms and armor",Vernis noir pour garde despee bandes de bahus &amp;,"Vernis noir pour garde d’espée, bandes de bahus &amp;c","Black varnish for sword guard, bands for trunks, &amp;c",,,,visaige; poil de la barbe,visaige; poil de la barbe,face; handful,sols,sols,sous,,,,basse court; lieu descouvert,basse court; lieu descouvert,open space; courtyard,poix resine; crostes de pain; geyct; charbons; verdegris; huile de noix; vernir noir; vernis; vernis des graveurs sur le fer; potee desmery; fer; vernis dhuile daspic; linge; aulx; fumera; cuivre de rosette; potee; cuivre; huile; vernis de tourmentine; noir a noircir; queues de pourrceaulx; rosette; bled de froment; pierre blanche; acier; vernis noir; plastre; poix; noir de lampe; poix noire; tripoli; sable menu; gousses dail pelees; estain; estain doux; huile de lin; sables; tripoli de venise; eau; oignons; sel; cuivre franc; galipot; vinaigre bien fort; arene,"potée d’esmery; poix resine; crostes de pain; geyct; charbons; verdegris; huile de noix; vernis; vernis des graveurs sur le fer; noire,; noir à noircir; fer; linge; aulx; fumera; vernis d’huile d’aspic; cuivre de rosette; potee; cuivre; huile; vernis de tourmentine; queues de pourrceaulx; rosette; bled de froment; pierre blanche; acier; vernis noir; plastre; gousses d’ail pelées; poix; noir de lampe; poix noire; tripoli; sable menu; estain; estain doux; huile de lin; sables; tripoli de venise; eau; oignons; sel; cuivre franc; galipot; vinaigre bien fort; arene",soft tin; bread crusts; black pitch; thin sand; water; quite strong vinegar; salt; plaster; garlic; copper; steel; varnish of iron etchers; tin; grains of wheat; putty; pitch; smokes; iron; onions; emery putty; rosette copper; verdigris; venice tripoli; varnish of spike lavender oil; rosette; lampblack; peeled garlic cloves; soot black; pitch resin; linen; white stone; hog’s fennel; walnut oil; jet; turpentine varnish; tripoli; charcoal; linseed oil; sands; black varnish; varnish; oil; cuivre franc; galipot; arene,,,,patenostres; moictie; un demy jour; un bon quart dheure; la grosseur dune noix; pas; lb; heures; joinctee,un bon quart d’heure; patenostres; demy jour; joinctée; la grosseur d’une noix; pas; lb; heures; moictié,hours; pace; half; half a day; the size of a walnut; paternoster beads; lb; a good quarter of an hour; double handful,,,,noix; aspic; queues de pourrceaulx; linge; aulx; bled de froment; oignons; lin; ail,noix; aspic; queues de pourrceaulx; linge; aulx; bled de froment; oignons; lin; ail,garlic; linen; walnut; linseed; grains of wheat; spike lavender; hog’s fennel; onions,venise,venise,venice,,,,fourbisseur; graveurs sur le fer,fourbisseur.; graveurs sur le fer,iron etchers; furbishers,regarder; regardes,poil de la barbe; regarder; regardes,look; hairs of your beard,poincte dacier; esponge; creuseau; mirouer concave; potee desmery; tripoli; plume; sable menu; arene; tripoli de venise; broisse; moule; potee; moule de pierre blanche poinct oeilletee,"potée d’esmery; esponge; creuseau; mirouer concave; poincte d’acier; tripoli; plume; sable menu; arene; moulé; tripoli de venise; broisse; moule; potee; moule, de pierre blanche poinct oeilletee","emery putty; sponge; mold; crucible; thin sand; tripoli; venice tripoli; feather; brush; molded; concave mirror; mold, of white stone with no eyelets; putty; steel point; arene",un bon quart dheure; heures; un demy jour,un bon quart d’heure; heures; demy jour,hours; a good quarter of an hour; half a day,,,
005r,5r,005r_1,varnish,Mirouers dacier,Mirouers d’acier,Steel mirrors,,,,visaige; poil de la barbe,visaige; poil de la barbe,face,,,,,,,,,,plastre; potee desmery; tripoli; sable menu; estain; estain doux; linge; potee; rosette; tripoli de venise; pierre blanche; eau; cuivre de rosette; cuivre franc; acier; cuivre; huile; arene,potée d’esmery; plastre; tripoli; sable menu; estain; estain doux; linge; potee; rosette; tripoli de venise; pierre blanche; eau; cuivre de rosette; cuivre franc; acier; cuivre; huile; arene,soft tin; emery putty; plaster; rosette copper; cuivre franc; copper; thin sand; water; tripoli; venice tripoli; steel; tin; rosette; putty; oil; linen; white stone; arene,,,,pas; moictie; heures,pas; heures; moictié,hours; half; pace,,,,linge,linge,linen,venise,venise,venice,,,,,,,regarder; regardes,poil de la barbe; regarder; regardes,look; hairs of your beard,creuseau; mirouer concave; potee desmery; tripoli; sable menu; arene; tripoli de venise; moule; potee; moule de pierre blanche poinct oeilletee,"potée d’esmery; creuseau; mirouer concave; tripoli; sable menu; arene; moulé; tripoli de venise; moule; potee; moule, de pierre blanche poinct oeilletee","emery putty; crucible; mold; thin sand; tripoli; venice tripoli; molded; concave mirror; putty; mold, of white stone with no eyelets; arene",heures,heures,hours,,,
005r,5r,005r_2,varnish,Mirouers dacier,Mirouers d’acier,Steel mirrors,,,,poil de la barbe; doigt; teston; visaige; lieulx secrets; petit doigt,poil de la barbe; doigt; teston; visaige; lieulx secrets; petit doigt,nipple; face; finger; little finger; secret places,,,,,,,porte percee dune chambre fermee; fenestre; soleil; rue,fenestre; soleil; rue; porte percee d’une chambre fermee,sun; pierced door of a closed room; street; window,eau de ret colle de retaille; chandelle; bois; potee desmery; linge; cuivre de rosette; potee; cuivre; huile; mabre; argent vif; eau nette; colle; papier; rosette; limaille despingle; pierre blanche; estaim de glace; acier; plastre; tripoli; sable menu; estain; estain doux; paille; tripoli de venise; eau; cendre; cuivre franc; arene,potée d’esmery; eau de ret colle de retaille; chandelle; bois; linge; cuivre de rosette; potee; cuivre; huile; mabre; argent vif; eau nette; colle; limaille d’espingle; papier; rosette; pierre blanche; estaim de glace; acier; plastre; tripoli; sable menu; estain; estain doux; paille; tripoli de venise; eau; cendre; cuivre franc; arene,soft tin; pin filings; paper; thin sand; water; ash; candle; plaster; copper; looking-glass tin; steel; tin; glue; putty; straw; water of ret hide glue; emery putty; rosette copper; venice tripoli; marble; rosette; quicksilver; linen; clean water; wooden; tripoli; oil; cuivre franc; white stone; arene,,,,milieu de la foeille; moictie; demy once; au bout de la table; pas; demy lb; heures; petit doigt,au bout de la  table; milieu de la foeille; demy once; moictié; pas; demy lb; heures; petit doigt,hours; pace; half a lb; half; middle of the sheet; half an ounce; little finger; at the end of a table,,,,linge,linge,linen,venise,venise,venice,archimedes; ptolomee,archimedes; ptolomee,archimedes; ptolomée,femmes; chirurgiens,femmes; chirurgiens,surgeons; women,regarder; regardes; touches,poil de la barbe; regarder; regardes; touches,look; touch; hairs of your beard,mirouer concave; table; chandelle; moule de pierre blanche poinct oeilletee; mirouer; potee desmery; foeille de papier; potee; mabre; fenestre; foeuille de papier; moule; dent; creuseau; tripoli; sable menu; tripoli de venise; foeille; arene,"potée d’esmery; mirouer concave; table; chandelle; moule, de pierre blanche poinct oeilletee; mirouer; foeille de papier; potee; mabre; fenestre; foeuille de papier; moulé; moule; dent; creuseau; tripoli; sable menu; tripoli de venise; foeille; arene","thin sand; table; concave mirror; candle; crucible; putty; emery putty; venice tripoli; mirror; sheet; marble; molded; tooth; mold; tripoli; sheet of paper; window; mold, of white stone with no eyelets; arene",heures; de nuict,heures; de nuict,hours; at night,,,
005v,5v,005v_1,practical optics,Pour bronser de blanc et jaulne,Pour bronser de blanc et jaulne,For bronzing in yellow and white,,,,teston; doigt; lieulx secrets; petit doigt,teston; doigt; lieulx secrets; petit doigt,nipple; secret places; finger; little finger,,,,,,,porte percee dune chambre fermee; fenestre; soleil; rue,fenestre; soleil; rue; porte percee d’une chambre fermee,sun; pierced door of a closed room; street; window,argent vif; eau nette; eau de ret colle de retaille; colle; chandelle; papier; paille; bois; limaille despingle; estaim de glace; cendre; mabre,argent vif; eau nette; eau de ret colle de retaille; colle; limaille d’espingle; chandelle; papier; paille; bois; estaim de glace; cendre; mabre,water of ret hide glue; wooden; looking-glass tin; paper; pin filings; straw; marble; ash; glue; quicksilver; clean water; candle,,,,milieu de la foeille; demy once; au bout de la table; demy lb; petit doigt,au bout de la  table; milieu de la foeille; demy once; demy lb; petit doigt,half a lb; middle of the sheet; half an ounce; little finger; at the end of a table,,,,,,,,,,archimedes; ptolomee,archimedes; ptolomee,archimedes; ptolomée,femmes; chirurgiens,femmes; chirurgiens,surgeons; women,touches,touches,touch,fenestre; mirouer concave; mirouer; foeuille de papier; table; chandelle; foeille de papier; foeille; dent; mabre,fenestre; mirouer concave; mirouer; foeuille de papier; table; chandelle; foeille de papier; foeille; dent; mabre,mirror; table; sheet of paper; sheet; marble; concave mirror; window; tooth; candle,de nuict,de nuict,at night,,,
006r,6r,006r_1,painting,Pour poser et assoir dor bruny et donner rouge ou verd ou bleud,Pour poser et assoir d’or bruny et donner rouge ou verd ou bleud,For laying down and seating burnished gold and giving red or green or blue,mouton,mouton,lamb,,,,,,,,,,a la pluye,à la pluye,in the rain,gomme; safran; mine; febve; or mat; plomberies dorees; charbon de saule; verd de gris; bois; bol; ocre; verdegris; azur; laque platte de venise; colle a destrempe; bresil; fin boli armeni; poys; huile de noix ou de lin; laque ronde; argent bruny; huile; ceruse; mabre; suif; colle; vernis de tourmentine; vernis de tourmentine ou daspic; eau claire; queue de cheval; azur desmail; prele; sucre candy; or; or bruny; bonne craye bien blanche bien broyee; suif de mouton; sanguine; vernis de tourmentine &amp; non de aspic; blanc de plomb; eau; rouge cler,"gomme; safran; mine; febve; or mat; charbon de saule; verd de gris; bois; bol; ocre; verdegris; azur; laque platte de venise; bresil; bonne craye bien blanche, bien broyée; fin boli armeni; poys; huile de noix ou de lin; laque ronde; argent bruny; huile; ceruse; mabre; plomberies dorées; suif; colle; vernis de tourmentine ou d’aspic; azur d’esmail; vernis de tourmentine; eau claire; queue de cheval; prele; sucre candy; colle à destrempe; or; or bruny; suif de mouton; sanguine; vernis de tourmentine &amp; non de aspic; blanc de plomb; eau; rouge cler","walnut or linseed oil; turpentine or spike lavender varnish; mine; water; gum; or mat; azure; horsetail; venice  laque platte; willow charcoal; wood; candy sugar; distemper glue; lamb tallow; bean; good chalk, quite white, well ground; fine boli armeni; bole; glue; laque ronde; burnished silver; ceruse; verdigris; azur d’esmail; saffron; marble; rouge clair; prele; burnished gold; tallow; lead white; brazilwood; turpentine varnish and not spike lavender varnish; ochre; turpentine varnish; sanguine; clear water; gold; gilded lead work; oil; pea",,,,une demy coquille de nois,une demy coquille de nois,half a walnut shell,,,,noix; safran; febve; saule; aspic; bresil; lin; nois; queue de cheval; prele; poys,noix; safran; febve; saule; aspic; bresil; lin; nois; queue de cheval; prele; poys,saffron; willow; bean; walnut; linseed; prele; horsetail; spike lavender; brazilwood; pea,venise; armeni,venise; armeni,venice; armeni,,,,,,,,,,pinceau; queue de cheval; drap; prele; mabre,pinceau; queue de cheval; drap; prele; mabre,paintbrush; marble; prele; horsetail; cloth,,,,,,
